id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,references,order,family,scientificName,Duplicated?,Native Status,C-value,order,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,cultivarEpithet,tradeName,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,eventDate2,Timeframe,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,behavior,vitality,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,samplingProtocol,preparations,locationID,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,locationRemarks,recordSecurity,securityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collID,recordID
1259123,Harvard University,GH,,PreservedSpecimen,9eea5bc2-19b6-11e6-b5e0-001ec9fd629b,barcode-00853734,,Plantae|Charophyta|Streptophytina|Equisetopsida|Magnoliidae|Poales|Poaceae|Eragrostis,Plantae,Charophyta,Equisetopsida,https://neherbaria.org/portal/collections/individual/index.php?occid=1259123,Poales,Poaceae,Eragrostis pectinacea,,Native,2,1885,822329,(Michx.) Nees ex Steud.,Eragrostis,,pectinacea,,,,,Species,,,,,,,,W. H. Chapin,,,1885-00-00,,Pre,0,0,,,Sept 1885,,,,,,,,,,,"""{\\""huh_taxonomic_group\\"": \\""Vascular\\"", \\""huh_project_id\\"": 3, \\""huh_project_name\\"": \\""New England Vascular Plants TCN\\""}""",,,,,,,,,,,Sheet,,North America,,,,United States of America,US,Massachusetts,Hampden County,Springfield,Springfield,,0,,,,,,,,,,,,,,,,,,in collection,en,,5/14/16 5:31,9eea5bc2-19b6-11e6-b5e0-001ec9fd629b,30,b2b2374d-cb00-4fe9-ab27-226a0ab4e602
1259124,Harvard University,GH,,PreservedSpecimen,a33f042a-19b6-11e6-b5e0-001ec9fd629b,barcode-00853735,,Plantae|Charophyta|Streptophytina|Equisetopsida|Magnoliidae|Poales|Poaceae|Eragrostis,Plantae,Charophyta,Equisetopsida,https://neherbaria.org/portal/collections/individual/index.php?occid=1259124,Poales,Poaceae,Eragrostis pectinacea,,Native,2,1885,822329,(Michx.) Nees ex Steud.,Eragrostis,,pectinacea,,,,,Species,,,,,,,,W. H. Chapin,,,1885-00-00,,Pre,0,0,,,Sept 1885,,,,,,,,,,,"""{\\""huh_taxonomic_group\\"": \\""Vascular\\"", \\""huh_project_id\\"": 3, \\""huh_project_name\\"": \\""New England Vascular Plants TCN\\""}""",,,,,,,,,,,Sheet,,North America,,,,United States of America,US,Massachusetts,Hampden County,Springfield,Springfield,,0,,,,,,,,,,,,,,,,,,in collection,en,,5/14/16 5:31,a33f042a-19b6-11e6-b5e0-001ec9fd629b,30,d162702b-e601-45e9-be91-cdece083eb48
1259125,Harvard University,NEBC,,PreservedSpecimen,a7cecda4-19b6-11e6-b5e0-001ec9fd629b,barcode-00853736,,Plantae|Charophyta|Streptophytina|Equisetopsida|Magnoliidae|Poales|Poaceae|Eragrostis,Plantae,Charophyta,Equisetopsida,https://neherbaria.org/portal/collections/individual/index.php?occid=1259125,Poales,Poaceae,Eragrostis pectinacea,,Native,2,1885,822329,(Michx.) Nees ex Steud.,Eragrostis,,pectinacea,,,,,Species,,,,,,,,W. H. Chapin,,,1885-00-00,,Pre,0,0,,,Sept 1885,,,,,,,,,,,"""{\\""huh_taxonomic_group\\"": \\""Vascular\\"", \\""huh_project_id\\"": 3, \\""huh_project_name\\"": \\""New England Vascular Plants TCN\\""}""",,,,,,,,,,,Sheet,,North America,,,,United States of America,US,Massachusetts,Hampden County,Springfield,Springfield,,0,,,,,,,,,,,,,,,,,,in collection,en,,5/14/16 5:31,a7cecda4-19b6-11e6-b5e0-001ec9fd629b,32,fa11f6d3-d403-415b-822f-cd3fcf8226ac
1259126,Harvard University,GH,,PreservedSpecimen,ad6f9c66-19b6-11e6-b5e0-001ec9fd629b,barcode-00853737,,Plantae|Charophyta|Streptophytina|Equisetopsida|Magnoliidae|Poales|Poaceae|Eragrostis,Plantae,Charophyta,Equisetopsida,https://neherbaria.org/portal/collections/individual/index.php?occid=1259126,Poales,Poaceae,Eragrostis pectinacea,,Native,2,1885,822329,(Michx.) Nees ex Steud.,Eragrostis,,pectinacea,,,,,Species,,,,,,,,M. L. Owen,,,1885-09-00,,Pre,9,0,,,Sept 1885,,,,,,,,,,,"""{\\""huh_taxonomic_group\\"": \\""Vascular\\"", \\""huh_project_id\\"": 3, \\""huh_project_name\\"": \\""New England Vascular Plants TCN\\""}""",,,,,,,,,,,Sheet,,North America,,,,United States of America,US,Massachusetts,Hampden County,Springfield,Springfield,,0,,,,,,,,,,,,,,,,,,in collection,en,,11/1/18 11:15,ad6f9c66-19b6-11e6-b5e0-001ec9fd629b,30,4e326d8f-5ef2-441a-8a98-b4c685e364c0
1259127,Harvard University,GH,,PreservedSpecimen,b2cca8f2-19b6-11e6-b5e0-001ec9fd629b,barcode-00853738,,Plantae|Charophyta|Streptophytina|Equisetopsida|Magnoliidae|Poales|Poaceae|Eragrostis,Plantae,Charophyta,Equisetopsida,https://neherbaria.org/portal/collections/individual/index.php?occid=1259127,Poales,Poaceae,Eragrostis pectinacea,,Native,2,1885,822329,(Michx.) Nees ex Steud.,Eragrostis,,pectinacea,,,,,Species,,,,,,,,M. L. Owen,,,1885-09-00,,Pre,9,0,,,Sept 1885,,,,,,,,,,,"""{\\""huh_taxonomic_group\\"": \\""Vascular\\"", \\""huh_project_id\\"": 3, \\""huh_project_name\\"": \\""New England Vascular Plants TCN\\""}""",,,,,,,,,,,Sheet,,North America,,,,United States of America,US,Massachusetts,Hampden County,Springfield,Springfield,,0,,,,,,,,,,,,,,,,,,in collection,en,,11/1/18 11:15,b2cca8f2-19b6-11e6-b5e0-001ec9fd629b,30,13b4b8f7-3b84-43a8-ba62-3f88fbf37efe
1262606,Harvard University,GH,,PreservedSpecimen,5bf379dc-1a03-11e6-b5e0-001ec9fd629b,barcode-00879531,,Plantae|Charophyta|Streptophytina|Equisetopsida|Magnoliidae|Poales|Poaceae|Sporobolus,Plantae,Charophyta,Equisetopsida,https://neherbaria.org/portal/collections/individual/index.php?occid=1262606,Poales,Poaceae,Sporobolus vaginiflorus,,Native,2,1885,832916,(Torr. ex A. Gray) Alph. Wood,Sporobolus,,vaginiflorus,,,,,Species,,,,,,,,M. L. Owen,,,1885-00-00,,Pre,0,0,,,September 1885,,,,,,,,,,,"""{\\""huh_taxonomic_group\\"": \\""Vascular\\"", \\""huh_project_id\\"": 3, \\""huh_project_name\\"": \\""New England Vascular Plants TCN\\""}""",,,,,,,,,,,Sheet,,North America,,,,United States of America,US,Massachusetts,Hampden County,Springfield,Springfield,,0,,,,,,,,,,,,,,,,,,in collection,en,,5/14/16 14:40,5bf379dc-1a03-11e6-b5e0-001ec9fd629b,30,433d1927-f2d8-47dd-8275-cfa40054717c
1257404,Harvard University,GH,,PreservedSpecimen,ba0f59be-1995-11e6-b5e0-001ec9fd629b,barcode-00875906,,Plantae|Charophyta|Streptophytina|Equisetopsida|Magnoliidae|Poales|Poaceae|Dichanthelium,Plantae,Charophyta,Equisetopsida,https://neherbaria.org/portal/collections/individual/index.php?occid=1257404,Poales,Poaceae,Dichanthelium xanthophysum,,Native,6,1885,821586,(A. Gray) Freckmann,Dichanthelium,,xanthophysum,,,,,Species,,,,,,,,W. H. Chapin,,,1885-06-20,,Pre,6,20,171,,June 20th 1885,,,,,,,,,,,"""{\\""huh_taxonomic_group\\"": \\""Vascular\\"", \\""huh_project_id\\"": 3, \\""huh_project_name\\"": \\""New England Vascular Plants TCN\\""}""",,,,,,,,,,,Sheet,,North America,,,,United States of America,US,Massachusetts,Hampden County,Springfield,Springfield,,0,,,,,,,,,,,,,,,,,,in collection,en,,5/14/16 1:35,ba0f59be-1995-11e6-b5e0-001ec9fd629b,30,76027360-5a44-41a4-9d1f-a5f53e43cb02
780256,Harvard University,GH,,PreservedSpecimen,d445c6de-e008-4499-acf2-60e93ea1ccb7,barcode-00638825,,Plantae|Charophyta|Streptophytina|Equisetopsida|Magnoliidae|Poales|Cyperaceae|Scirpus,Plantae,Charophyta,Equisetopsida,https://neherbaria.org/portal/collections/individual/index.php?occid=780256,Poales,Cyperaceae,Schoenoplectiella purshiana,,Native,7,1885,858007,Fernald,Scirpus,,purshianus,,,,,Species,,,,,,,,M. L. Owen,,,1885-00-00,,Pre,0,0,,,Sept. 1885,,,,,,,,,,,"""{\\""huh_taxonomic_group\\"": \\""Vascular\\"", \\""huh_project_id\\"": 3, \\""huh_project_name\\"": \\""New England Vascular Plants TCN\\""}""",,,,,,,,,,,Sheet,,North America,,,,United States of America,US,Massachusetts,Hampden County,Springfield,Springfield,,0,,,,,,,,,,,,,,,,,,in collection,en,,8/6/15 16:12,d445c6de-e008-4499-acf2-60e93ea1ccb7,30,066c959b-5f80-490a-84f6-162f5a474439
941825,Harvard University,NEBC,,PreservedSpecimen,10f8d031-1e2a-443f-92ae-a2003c713aa7,barcode-00574879,,Plantae|Charophyta|Streptophytina|Equisetopsida|Magnoliidae|Asterales|Menyanthaceae|Menyanthes,Plantae,Charophyta,Equisetopsida,https://neherbaria.org/portal/collections/individual/index.php?occid=941825,Asterales,Gentianaceae,Menyanthes trifoliata,,Native,9,1885,827106,L.,Menyanthes,,trifoliata,,,,,Species,,,,,,,,W. H. Chapin,,540,1885-00-00,,Pre,0,0,,,1885,,,,,,,540,,,,"""{\\""huh_taxonomic_group\\"": \\""Vascular\\"", \\""huh_project_id\\"": 3, \\""huh_project_name\\"": \\""New England Vascular Plants TCN\\""}""",,,,,,,,,,,Sheet,,North America,,,,United States of America,US,Massachusetts,Hampden County,Springfield,Springfield,,0,,,,,,,,,,,,,,,,,,in collection,en,,7/25/16 9:50,10f8d031-1e2a-443f-92ae-a2003c713aa7,32,e4bfce49-7c0d-4261-8a8d-4c5e6d16c95a
1379555,Harvard University,GH,,PreservedSpecimen,b09ac277-f0dc-420d-8a4f-103fa4c02e0f,barcode-01161644,,Plantae|Charophyta|Streptophytina|Equisetopsida|Magnoliidae|Poales|Cyperaceae|Scirpus,Plantae,Charophyta,Equisetopsida,https://neherbaria.org/portal/collections/individual/index.php?occid=1379555,Poales,Cyperaceae,Schoenoplectus torreyi,,Native,9,1885,858024,Olney,Scirpus,,torreyi,,,,,Species,,,,,,,,M. L. Owen,,,1885-09-28,,Pre,9,28,271,,"Sept. 28, 1885",,,,,,,,,,,"""{\\""huh_taxonomic_group\\"": \\""Vascular\\"", \\""huh_project_id\\"": 3, \\""huh_project_name\\"": \\""New England Vascular Plants TCN\\""}""",,,,,,,,,,,Sheet,,North America,,,,United States of America,US,Massachusetts,Hampden County,Springfield,Springfield,,0,,,,,,,,,,,,,,,,,,in collection,en,,5/29/16 1:17,b09ac277-f0dc-420d-8a4f-103fa4c02e0f,30,a6beff69-3341-4ffc-80f9-7e531e7ff795
1379556,Harvard University,NEBC,,PreservedSpecimen,3ecc02c3-5094-4211-9eee-da35d88d101b,barcode-01161645,,Plantae|Charophyta|Streptophytina|Equisetopsida|Magnoliidae|Poales|Cyperaceae|Scirpus,Plantae,Charophyta,Equisetopsida,https://neherbaria.org/portal/collections/individual/index.php?occid=1379556,Poales,Cyperaceae,Schoenoplectus torreyi,,Native,9,1885,858024,Olney,Scirpus,,torreyi,,,,,Species,,,,,,,,M. L. Owen,,,1885-09-28,,Pre,9,28,271,,"Sept. 28, 1885",,,,,,,,,,,"""{\\""huh_taxonomic_group\\"": \\""Vascular\\"", \\""huh_project_id\\"": 3, \\""huh_project_name\\"": \\""New England Vascular Plants TCN\\""}""",,,,,,,,,,,Sheet,,North America,,,,United States of America,US,Massachusetts,Hampden County,Springfield,Springfield,,0,,,,,,,,,,,,,,,,,,in collection,en,,5/29/16 1:17,3ecc02c3-5094-4211-9eee-da35d88d101b,32,eb980b9d-c69c-4696-b91f-afafa800751b
1394266,Harvard University,NEBC,,PreservedSpecimen,2a400254-4c77-4605-a01a-e03814d8da4c,barcode-01047111,,Plantae|Charophyta|Streptophytina|Equisetopsida|Magnoliidae|Poales|Cyperaceae|Cyperus,Plantae,Charophyta,Equisetopsida,https://neherbaria.org/portal/collections/individual/index.php?occid=1394266,Poales,Cyperaceae,Cyperus squarrosus,,Native,4,1886,821204,L.,Cyperus,,squarrosus,,,,,Species,,,,,,,,M. L. Owen,,,1886-08-23,,Pre,8,23,235,,"Aug. 23, 1886",,,,,,,,,,,"""{\\""huh_taxonomic_group\\"": \\""Vascular\\"", \\""huh_project_id\\"": 3, \\""huh_project_name\\"": \\""New England Vascular Plants TCN\\""}""",,,,,,,,,,,Sheet,,North America,,,,United States of America,US,Massachusetts,Hampden County,Springfield,Springfield,,0,,,,,,,,,,,,,,,,,,in collection,en,,5/29/16 22:28,2a400254-4c77-4605-a01a-e03814d8da4c,32,a229cdf0-87bc-48a5-92a5-fe12cfb0df5d
1265206,Harvard University,NEBC,,PreservedSpecimen,8e79c9be-194b-11e6-b5e0-001ec9fd629b,barcode-00635036,,Plantae|Charophyta|Streptophytina|Equisetopsida|Magnoliidae|Alismatales|Hydrocharitaceae|Elodea,Plantae,Charophyta,Equisetopsida,https://neherbaria.org/portal/collections/individual/index.php?occid=1265206,Alismatales,Hydrocharitaceae,Elodea nuttallii,,Native,4,1886,822130,(Planch.) H. St. John,Elodea,,nuttallii,,,,,Species,,,,,,,,M. L. Owen,,,1886-07-23,,Pre,7,23,204,,July 23 1886,,,,,,,,,,,"""{\\""huh_taxonomic_group\\"": \\""Vascular\\"", \\""huh_project_id\\"": 3, \\""huh_project_name\\"": \\""New England Vascular Plants TCN\\""}""",,,,,,,,,,,Sheet,,North America,,,,United States of America,US,Massachusetts,Hampden County,Springfield,Springfield,,0,,,,,,,,,,,,,,,,,,in collection,en,,11/1/18 11:14,8e79c9be-194b-11e6-b5e0-001ec9fd629b,32,ece0f8b1-176e-4ca0-b4b8-638607b4a1eb
794675,Harvard University,NEBC,,PreservedSpecimen,3005ae6e-7083-4e48-ba57-daeea2cda6ad,barcode-00757290,,Plantae|Charophyta|Streptophytina|Equisetopsida|Magnoliidae|Malvales|Cistaceae|Lechea,Plantae,Charophyta,Equisetopsida,https://neherbaria.org/portal/collections/individual/index.php?occid=794675,Malvales,Cistaceae,Lechea maritima,,Native,6,1886,825570,"Leggett ex Britton, Sterns & Poggenb.",Lechea,,maritima,,,,,Species,,,,,,,,M. L. Owen,,,1886-09-28,,Pre,9,28,271,,"Sept. 28, 1886",,,,,,,,,,,"""{\\""huh_taxonomic_group\\"": \\""Vascular\\"", \\""huh_project_id\\"": 3, \\""huh_project_name\\"": \\""New England Vascular Plants TCN\\""}""",,,,,,,,,,,Sheet,,North America,,,,United States of America,US,Massachusetts,Hampden County,Springfield,Springfield,,0,,,,,,,,,,,,,,,,,,in collection,en,,7/1/15 16:36,3005ae6e-7083-4e48-ba57-daeea2cda6ad,32,e98f9e21-9b9e-455e-966b-e396b6201552
1265316,Harvard University,NEBC,,PreservedSpecimen,8b6a2618-194d-11e6-b5e0-001ec9fd629b,barcode-00635142,,Plantae|Charophyta|Streptophytina|Equisetopsida|Magnoliidae|Alismatales|Hydrocharitaceae|Vallisneria,Plantae,Charophyta,Equisetopsida,https://neherbaria.org/portal/collections/individual/index.php?occid=1265316,Alismatales,Hydrocharitaceae,Vallisneria americana,,Native,6,1886,834184,Michx.,Vallisneria,,americana,,,,,Species,,,,,,,,M. L. Owen,,,1886-00-00,,Pre,0,0,,,August 1886,,,,,,,,,,,"""{\\""huh_taxonomic_group\\"": \\""Vascular\\"", \\""huh_project_id\\"": 3, \\""huh_project_name\\"": \\""New England Vascular Plants TCN\\""}""",,,,,,,,,,,Sheet,,North America,,,,United States of America,US,Massachusetts,Hampden County,Springfield,Springfield,,0,,,,,,,,,,,,,,,,,,in collection,en,,5/13/16 16:59,8b6a2618-194d-11e6-b5e0-001ec9fd629b,32,64d94c8a-6cc7-4e6d-857b-d1966e94ff2d
1279574,Harvard University,GH,,PreservedSpecimen,0b6f76d4-1ad8-11e6-b5e0-001ec9fd629b,barcode-01150836,,Plantae|Charophyta|Streptophytina|Equisetopsida|Magnoliidae|Poales|Poaceae|Piptatherum,Plantae,Charophyta,Equisetopsida,https://neherbaria.org/portal/collections/individual/index.php?occid=1279574,Poales,Poaceae,Piptatheropsis pungens,,Native,7,1886,829529,(Torr. ex Spreng.) Dorn,Piptatherum,,pungens,,,,,Species,,,,,,,,W. H. Chapin,,,1886-04-30,,Pre,4,30,120,,April 30th '86,,,,,,,,,,,"""{\\""huh_taxonomic_group\\"": \\""Vascular\\"", \\""huh_project_id\\"": 3, \\""huh_project_name\\"": \\""New England Vascular Plants TCN\\""}""",,,,,,,,,,,Sheet,,North America,,,,United States of America,US,Massachusetts,Hampden County,Springfield,Springfield,,0,,,,,,,,,,,,,,,,,,in collection,en,,5/15/16 16:03,0b6f76d4-1ad8-11e6-b5e0-001ec9fd629b,30,0ab2f4e8-d3a4-4661-8f01-d700e6f52c80
976086,Harvard University,GH,,PreservedSpecimen,1c6a5a0a-d469-442d-869c-821490c72afd,barcode-00628325,,Plantae|Charophyta|Streptophytina|Equisetopsida|Polypodiidae|Polypodiales|Blechnaceae|Woodwardia,Plantae,Charophyta,Equisetopsida,https://neherbaria.org/portal/collections/individual/index.php?occid=976086,Polypodiales,Blechnaceae,Woodwardia areolata,,Native,7,1886,834625,(L.) T. Moore,Woodwardia,,areolata,,,,,Species,,,,,,,,S. Stebbins,,,1886-00-00,,Pre,0,0,,,July 1886,,,,,,,,,,,"""{\\""huh_taxonomic_group\\"": \\""Vascular\\"", \\""huh_project_id\\"": 3, \\""huh_project_name\\"": \\""New England Vascular Plants TCN\\""}""",,,,,,,,,,,Sheet,,North America,,,,United States of America,US,Massachusetts,Hampden County,Springfield,Springfield,,0,,,,,,,,,,,,,,,,,,in collection,en,,12/20/17 9:42,1c6a5a0a-d469-442d-869c-821490c72afd,30,b418bbcd-e46d-4727-b3d6-66e826889bac
1382918,Harvard University,NEBC,,PreservedSpecimen,e2a8b0af-d0a2-4233-ac7a-484cb0f1b2c2,barcode-00766245,,Plantae|Charophyta|Streptophytina|Equisetopsida|Magnoliidae|Poales|Cyperaceae|Lipocarpha,Plantae,Charophyta,Equisetopsida,https://neherbaria.org/portal/collections/individual/index.php?occid=1382918,Poales,Cyperaceae,Lipocarpha micrantha,,Native,8,1886,826098,(Vahl) G. Tucker,Lipocarpha,,micrantha,,,,,Species,,,,,,,,W. H. Chapin,,2971,1886-08-21,,Pre,8,21,233,,Aug. 21 1886,,,,,,,2971,,,,"""{\\""huh_taxonomic_group\\"": \\""Vascular\\"", \\""huh_project_id\\"": 3, \\""huh_project_name\\"": \\""New England Vascular Plants TCN\\""}""",,,,,,,,,,,Sheet,,North America,,,,United States of America,US,Massachusetts,Hampden County,Springfield,Springfield,,0,,,,,,,,,,,,,,,,,,in collection,en,,5/29/16 11:08,e2a8b0af-d0a2-4233-ac7a-484cb0f1b2c2,32,0fbe0c57-88e8-46c0-968e-744eaeb21d3f
793746,Harvard University,NEBC,,PreservedSpecimen,9c06cac2-24c2-4841-bc84-ee60c81d6671,barcode-00754303,,Plantae|Charophyta|Streptophytina|Equisetopsida|Magnoliidae|Malvales|Thymelaeaceae|Dirca,Plantae,Charophyta,Equisetopsida,https://neherbaria.org/portal/collections/individual/index.php?occid=793746,Malvales,Thymelaeaceae,Dirca palustris,,Native,8,1887,821701,L.,Dirca,,palustris,,,,,Species,,,,,,,,S. Stebbins,,,1887-00-00,,Pre,0,0,,,1887,,,,,,,,,,,"""{\\""huh_taxonomic_group\\"": \\""Vascular\\"", \\""huh_project_id\\"": 3, \\""huh_project_name\\"": \\""New England Vascular Plants TCN\\""}""",,,,,,,,,,,Sheet,,North America,,,,United States of America,US,Massachusetts,Hampden County,Springfield,Springfield,,0,,,,,,,,,,,,,,,,,,in collection,en,,2/13/15 20:15,9c06cac2-24c2-4841-bc84-ee60c81d6671,32,ba39acb4-7dbd-44ad-a1ce-7427666309b4
793747,Harvard University,GH,,PreservedSpecimen,02da0ed4-2e40-4213-8c25-b07a94772cc5,barcode-00754304,,Plantae|Charophyta|Streptophytina|Equisetopsida|Magnoliidae|Malvales|Thymelaeaceae|Dirca,Plantae,Charophyta,Equisetopsida,https://neherbaria.org/portal/collections/individual/index.php?occid=793747,Malvales,Thymelaeaceae,Dirca palustris,,Native,8,1887,821701,L.,Dirca,,palustris,,,,,Species,,,,,,,,S. Stebbins,,,1887-00-00,,Pre,0,0,,,1887,,,,,,,,,,,"""{\\""huh_taxonomic_group\\"": \\""Vascular\\"", \\""huh_project_id\\"": 3, \\""huh_project_name\\"": \\""New England Vascular Plants TCN\\""}""",,,,,,,,,,,Sheet,,North America,,,,United States of America,US,Massachusetts,Hampden County,Springfield,Springfield,,0,,,,,,,,,,,,,,,,,,in collection,en,,2/13/15 20:16,02da0ed4-2e40-4213-8c25-b07a94772cc5,30,d72c36cb-73c5-4350-8809-d7a82932c25e
605890,Harvard University,NEBC,,PreservedSpecimen,7c1ad61f-f85d-4440-a4d1-c45b1ef30c57,barcode-00561880,,Plantae|Charophyta|Streptophytina|Equisetopsida|Magnoliidae|Lamiales|Plantaginaceae,Plantae,Charophyta,Equisetopsida,https://neherbaria.org/portal/collections/individual/index.php?occid=605890,Lamiales,Plantaginaceae,Veronica peregrina xalapensis,,Native,2,1892,,(Kunth) Pennell,,,,,,,,,,,,,,,,J. A. Bates,,,1892-00-00,,Pre,0,0,,,1892,,,,,,,,,,,"""{\\""huh_taxonomic_group\\"": \\""Vascular\\"", \\""huh_project_id\\"": 3, \\""huh_project_name\\"": \\""New England Vascular Plants TCN\\""}""",,,,,,,,,,,Sheet,,North America,,,,United States of America,US,Massachusetts,Hampden County,Springfield,Springfield,,0,,,,,,,,,,,,,,,,,,in collection,en,,11/9/14 2:21,7c1ad61f-f85d-4440-a4d1-c45b1ef30c57,32,a7e92a4d-e796-43e0-af8a-73a244bdb883
1420589,Harvard University,NEBC,,PreservedSpecimen,486fe83c-1a97-4e0f-9ec8-8c1aa432d004,barcode-01018267,,Plantae|Charophyta|Streptophytina|Equisetopsida|Magnoliidae|Lamiales|Lamiaceae|Mentha,Plantae,Charophyta,Equisetopsida,https://neherbaria.org/portal/collections/individual/index.php?occid=1420589,Lamiales,Lamiaceae,Mentha canadensis,,Native,3,1892,854755,L.,Mentha,,canadensis,,,,,Species,,,,,,,,L. Andrews,,,1892-08-16,,Pre,8,16,229,,August 16th 1892,,,,,,,,,,,"""{\\""huh_taxonomic_group\\"": \\""Vascular\\"", \\""huh_project_id\\"": 3, \\""huh_project_name\\"": \\""New England Vascular Plants TCN\\""}""",,,,,,,,,,,Sheet,,North America,,,,United States of America,US,Massachusetts,Hampden County,Springfield,Springfield,,0,,,,,,,,,,,,,,,,,,in collection,en,,7/25/16 14:37,486fe83c-1a97-4e0f-9ec8-8c1aa432d004,32,7ec8433c-4c34-4d8a-bfce-c77c27f921d7
1030872,Harvard University,NEBC,,PreservedSpecimen,3ab6a8ad-0269-46d1-80c0-b4d2d61d1ebe,barcode-00698136,,Plantae|Charophyta|Streptophytina|Equisetopsida|Magnoliidae|Dipsacales|Caprifoliaceae|Valerianella,Plantae,Charophyta,Equisetopsida,https://neherbaria.org/portal/collections/individual/index.php?occid=1030872,Dipsacales,Valerianaceae,alerianella umbilicata,,Native,7,1892,859568,Dyal,Valerianella,,intermedia,,,,,Species,,,,,,,,M. L. Owen,,,1892-00-00,,Pre,0,0,,,"August, 1892",,,,,,,,,,,"""{\\""huh_taxonomic_group\\"": \\""Vascular\\"", \\""huh_project_id\\"": 3, \\""huh_project_name\\"": \\""New England Vascular Plants TCN\\""}""",,,,,,,,,,,Sheet,,North America,,,,United States of America,US,Massachusetts,Hampden County,Springfield,Springfield,,0,,,,,,,,,,,,,,,,,,in collection,en,,7/5/16 19:07,3ab6a8ad-0269-46d1-80c0-b4d2d61d1ebe,32,bc494656-c66d-42ae-9fb0-bd0e6b2f30ca
751555,Harvard University,GH,,PreservedSpecimen,3cbb86ad-183a-4039-aea7-4cf0f2436a73,barcode-00685906,,Plantae|Charophyta|Streptophytina|Equisetopsida|Magnoliidae|Dipsacales|Caprifoliaceae|Valerianella,Plantae,Charophyta,Equisetopsida,https://neherbaria.org/portal/collections/individual/index.php?occid=751555,Dipsacales,Valerianaceae,Valerianella umbilicata,,Native,7,1892,834181,(Sull.) Alph. Wood,Valerianella,,umbilicata,,,,,Species,,,,,,,,M. L. Owen,,,1892-00-00,,Pre,0,0,,,"July, 1892",,,,,,,,,,,"""{\\""huh_taxonomic_group\\"": \\""Vascular\\"", \\""huh_project_id\\"": 3, \\""huh_project_name\\"": \\""New England Vascular Plants TCN\\""}""",,,,,,,,,,,Sheet,,North America,,,,United States of America,US,Massachusetts,Hampden County,Springfield,Springfield,,0,,,,,,,,,,,,,,,,,,in collection,en,,11/12/14 9:17,3cbb86ad-183a-4039-aea7-4cf0f2436a73,30,1575e50c-f039-4660-bde9-99775b1fbcbb
1030871,Harvard University,NEBC,,PreservedSpecimen,f871bc1e-6052-4abf-a4d9-18bcb6e8389f,barcode-00698135,,Plantae|Charophyta|Streptophytina|Equisetopsida|Magnoliidae|Dipsacales|Caprifoliaceae|Valerianella,Plantae,Charophyta,Equisetopsida,https://neherbaria.org/portal/collections/individual/index.php?occid=1030871,Dipsacales,Valerianaceae,Valerianella umbilicata,,Native,7,1892,859568,Dyal,Valerianella,,intermedia,,,,,Species,,,,,,,,M. L. Owen,,,1892-00-00,,Pre,0,0,,,"July, 1892",,,,,,,,,,,"""{\\""huh_taxonomic_group\\"": \\""Vascular\\"", \\""huh_project_id\\"": 3, \\""huh_project_name\\"": \\""New England Vascular Plants TCN\\""}""",,,,,,,,,,,Sheet,,North America,,,,United States of America,US,Massachusetts,Hampden County,Springfield,Springfield,,0,,,,,,,,,,,,,,,,,,in collection,en,,7/5/16 19:07,f871bc1e-6052-4abf-a4d9-18bcb6e8389f,32,7bf02a6d-885e-4f04-a57f-c994e1acab51
1999661,"University of Massachusetts, Amherst",MASS,,,f86e0ff8-fdd1-11e2-8bb4-4e51ad6f2467,314333,27970,Plantae|Charophyta|Streptophytina|Equisetopsida|Magnoliidae|Lamiales|Orobanchaceae|Castilleja,Plantae,Charophyta,Equisetopsida,https://neherbaria.org/portal/collections/individual/index.php?occid=1999661,Lamiales,Orobanchaceae,Castilleja coccinea,,Native,8,1877,819217,(L.) Spreng.,Castilleja,,coccinea,,,,,Species,,,,,,,,C. S. Plumb,,,1877-06-00,,Pre,6,0,,,06/1877,,,,,,,543,,,,,,,,,,,,,,,Mounted on Paper,,,,,,United States of America,US,Massachusetts,Hampden,West Springfield,"West Springfield, Campgrounds",,0,,,,,,,,,,,,,,,,,,,,,4/23/15 0:00,f86e0ff8-fdd1-11e2-8bb4-4e51ad6f2467,11,4877f166-19a4-49e3-b7e2-d1a9f0185802
